DATE_TIME_ID,ENODEB,EUTRANCELL,RRC_ATTEMPTS,RRC_FAIL,S1_ATTEMPTS,S1_FAIL,DATA_ACC,DATA_ERAB_ATTEMPTS,DATA_ERAB_FAIL,VOLTE_ACC,V_ERAB5_ATTEMPTS,V_ERAB5_FAIL,V_ERAB1_ATTEMPTS,V_ERAB1_FAIL,DATA_RET,DATA_DROPS,VOLTE_RET,VOLTE_DROPS,VOLTE_DROPS_NOCRE,ERAB_REL_S1_OUTAGE,ERAB_REL_ENB_RNL_UEL,ERAB_REL_HO_FAIL_TIM,ERAB_REL_ENB_RNL_RRNA,EPC_EPS_BEARER_REL_REQ_RNL,EPC_EPS_BEARER_REL_REQ_OTH,ERAB_REL_ABNORMAL_ACT_MME,D_DL_PLOSS,D_UL_PLOSS,RSSI_PUCCH_AVG,RSSI_PUSCH_AVG,D_DL_TPUT_MBPS,D_UL_TPUT_MBPS,D_DL_VOL_GB,D_UL_VOL_GB,D_IRAT_RDR_RT,D_IERFHO_SR,D_IRAFHO_SR,RRC_CONN_UE,RLC_PDU_DL_VOL_CA_PCELL,RLC_PDU_DL_VOL_CA_SCELL,CELLDOWNTIME_MANUAL,CELLDOWNTIME_AUTO,CELLDOWNTIME_TXN,CELL_SLEEP,DL_PRB_USAGE,UL_PRB_USAGE
2/7/22,DTL01005,DTL01005_2A_1,274544,14,274530,0,99.99,272616,15,99.96,252116,14,3507,1,99.86,688,99.97,1,54,0,36,7,0,681,2,139,0.22,0.05,-111.41,-106.25,17.68,1.39,79.46,14.16,0,99.85,99.98,52,32382.92,45427.62,0,0,0,0,36.27,29.51
2/8/22,DTL01005,DTL01005_2A_1,272209,6,272203,0,99.99,271161,14,99.93,249948,12,3455,2,99.84,788,99.97,1,13,0,30,12,0,731,8,188,0.2,0.04,-111.57,-106.13,17.97,0.96,106.52,11.26,0,99.89,99.88,55,38824.33,55649.92,0,0,0,0,40.32,27.25
2/9/22,DTL01005,DTL01005_2A_1,267183,24,267159,0,99.98,265462,21,99.77,247135,22,3510,7,99.82,905,100,0,231,0,38,8,0,1062,0,134,0.19,0.04,-111.16,-106.26,19.42,1.01,93.59,10.45,0,99.76,99.96,50,38182.35,49889.36,0,0,0,0,37.14,25.06
2/10/22,DTL01005,DTL01005_2A_1,261356,11,261345,0,99.99,259926,9,99.93,240134,6,3352,2,99.85,721,99.93,2,120,0,40,5,0,764,0,122,0.16,0.05,-111.41,-106.09,20.2,1.16,90.17,11.53,0,99.82,99.98,51,36011.37,48650.12,0,0,0,0,36.01,24.74
2/11/22,DTL01005,DTL01005_2A_1,259104,14,259090,0,99.99,259222,4,99.99,233526,5,3561,0,99.85,708,100,0,118,0,34,4,0,775,0,128,0.2,0.06,-111.47,-106.24,17.92,1.74,83.11,16.88,0,99.9,99.96,50,30215.12,42171.26,0,0,0,0,36.6,26.28
2/12/22,DTL01005,DTL01005_2A_1,279934,21,279913,0,99.98,277838,39,99.95,253985,31,2938,1,99.85,779,99.96,1,47,0,143,37,0,631,0,146,0.22,0.04,-111.05,-107.02,17.61,1.48,81.81,22.29,0,99.52,99.93,50,31602.31,46290.43,0,0,0,0,36.63,32.58
2/13/22,DTL01005,DTL01005_2A_1,294559,5,294554,1,100,290887,3,99.96,274158,3,2590,1,99.88,636,100,0,3,0,40,4,0,581,0,156,0.22,0.02,-110.74,-105.69,17.41,1.48,76.93,15.25,0,99.91,99.96,54,29228.89,43748.85,0,0,0,0,34.76,29.56
2/14/22,DTL01005,DTL01005_2A_1,289695,5,289690,0,100,288118,8,99.91,264576,7,3799,3,99.85,791,99.97,1,97,0,38,2,0,819,0,143,0.2,0.04,-111.13,-105.86,15.53,1.91,73.23,18.81,0,99.88,99.98,55,28868.3,42296.42,0,0,0,0,37.14,28.14
2/15/22,DTL01005,DTL01005_2A_1,284601,9,284592,2,99.99,284542,8,99.97,259205,6,3654,1,99.84,843,100,0,27,0,47,4,0,809,0,198,0.21,0.03,-111.24,-105.61,17.46,1.98,83.34,19.92,0,99.83,99.96,55,30334.65,44029.04,0,0,0,0,35.93,29.57
2/16/22,DTL01005,DTL01005_2A_1,271359,4,271355,0,99.99,269822,11,99.97,249687,10,3680,1,99.82,893,99.97,1,31,0,35,11,0,854,0,182,0.17,0.04,-111.53,-105.45,16.47,2.09,89.29,19.79,0,99.75,99.98,54,36304.84,53681.76,0,0,0,0,41.49,28.86
2/17/22,DTL01005,DTL01005_2A_1,282074,4,282070,1,99.99,281179,16,99.92,260222,12,4172,3,99.84,832,100,0,89,0,40,1,0,875,2,173,0.21,0.04,-111.42,-106.18,16.87,1.68,82.58,17.94,0,99.89,99.88,55,34127.48,48390.66,0,0,0,0,38.53,29.95
2/18/22,DTL01005,DTL01005_2A_1,298849,4,298845,0,100,296333,9,99.97,274333,7,4175,1,99.87,690,100,0,37,0,30,0,0,686,2,176,0.22,0.03,-111.21,-105.59,19.61,1.74,106.43,17.43,0,99.91,99.98,58,39474.63,66625.45,0,0,0,0,40.05,28.02
2/19/22,DTL01005,DTL01005_2A_1,301326,11,301315,0,99.99,297397,13,99.86,275876,10,2952,4,99.85,841,99.96,1,23,0,154,7,0,689,4,210,0.21,0.03,-111.16,-105.98,16.33,2.33,87.25,25.48,0,99.82,99.98,56,33744.78,49740.27,0,0,0,0,39.67,32.15
2/20/22,DTL01005,DTL01005_2A_1,297774,1,297773,0,99.99,293360,15,99.99,275518,14,2362,0,99.9,553,100,0,4,0,24,4,0,527,0,150,0.17,0.02,-111.03,-106.06,19.51,2.25,107.45,24.14,0,99.91,99.95,54,37451.53,54905.5,0,0,0,0,38.92,32.78
2/21/22,DTL01005,DTL01005_2A_1,273858,2,273856,1,100,270382,8,99.97,253573,10,3581,1,99.87,642,99.97,1,11,0,36,0,0,608,0,140,0.17,0.04,-111.22,-106.52,18.54,1.71,92.86,20.71,0,99.89,99.95,54,32573.66,48875.14,0,0,0,0,38.81,34.04
2/22/22,DTL01005,DTL01005_2A_1,279542,2,279540,0,100,277557,8,99.92,256463,8,3924,3,99.89,576,99.88,4,63,0,22,12,0,600,5,126,0.16,0.04,-111.29,-105.81,20.56,1.58,92.71,15.13,0,99.86,99.93,55,34049.92,51970.28,0,0,0,0,37.72,26.21
2/23/22,DTL01005,DTL01005_2A_1,289737,6,289731,0,100,288056,4,100,264583,3,3710,0,99.89,609,99.97,1,22,0,30,7,0,588,4,167,0.17,0.04,-111.47,-105.52,16.34,1.87,87.17,21.18,0,99.83,99.89,58,30964.37,46247.56,0,0,0,0,37.94,30.42
2/24/22,DTL01005,DTL01005_2A_1,291515,6,291509,0,99.99,289931,12,99.97,266344,9,3888,1,99.8,1074,99.97,1,106,0,53,11,0,1114,0,196,0.24,0.03,-111.39,-105.47,16.19,1.58,81.87,17.32,0,99.75,99.93,58,35400.23,52870.03,0,0,0,0,39.6,29.71
2/25/22,DTL01005,DTL01005_2A_1,289061,9,289052,1,99.99,287951,6,99.92,264842,10,3965,3,99.86,740,100,0,46,0,42,2,0,739,0,187,0.18,0.04,-111.57,-106.88,16.82,1.09,84.82,13.76,0,99.83,99.96,58,33797.94,51643.7,0,0,0,0,39.87,34.71
2/26/22,DTL01005,DTL01005_2A_1,294157,4,294153,0,100,291396,3,99.9,271726,4,3008,3,99.87,712,100,0,4,0,9,0,0,702,0,209,0.2,0.03,-111.07,-106.39,18.99,1.28,102.73,14.52,0,99.94,99.94,56,39354.37,57753.82,0,0,0,0,40.29,31.15
2/27/22,DTL01005,DTL01005_2A_1,297894,5,297889,0,100,293377,4,100,279453,5,2615,0,99.9,544,100,0,4,0,39,4,0,497,0,125,0.17,0.03,-110.92,-106.16,19.53,1.2,92.38,12.6,0,99.86,99.97,55,36487.66,47879.61,0,0,0,0,36.81,26.66
2/28/22,DTL01005,DTL01005_2A_1,283291,7,283284,0,100,280814,4,99.92,261506,4,3799,3,99.88,600,99.97,1,6,0,52,10,0,535,5,157,0.18,0.04,-111.29,-105.74,17.93,1.07,91.43,12.37,0,99.85,99.96,58,33071.05,45442.03,0,0,0,0,37.96,27.44
3/1/22,DTL01005,DTL01005_2A_1,287449,8,287441,0,99.99,285048,14,99.94,265258,13,3926,2,99.87,688,99.92,3,44,0,48,18,0,660,0,132,0.2,0.04,-111.28,-106.09,17.04,1.07,83.82,12.65,0,99.69,99.94,56,31141.41,42011.46,0,0,0,0,36.94,27.82
3/2/22,DTL01005,DTL01005_2A_1,284578,9,284569,0,100,281602,4,99.91,261544,3,3497,3,99.89,596,99.93,2,16,0,28,15,0,565,0,153,0.16,0.04,-111.18,-105.77,16.47,1.06,81.46,11.57,0,99.58,99.96,55,29344.08,41434.84,0,0,0,0,38.18,24.61
3/3/22,DTL01005,DTL01005_2A_1,297363,10,297353,2,99.99,295284,13,99.94,270725,10,3899,2,99.87,682,99.91,3,18,0,54,10,0,613,0,161,0.18,0.05,-111.33,-106.18,16.06,1,83.68,12.95,0,99.87,99.87,59,30970.95,40447.96,0,0,0,0,37.55,27.67
3/4/22,DTL01005,DTL01005_2A_1,294031,12,294019,2,99.99,292885,4,99.95,267214,6,4212,2,99.88,644,100,0,11,0,45,0,0,606,0,169,0.25,0.04,-111.25,-106.29,16.39,1.13,80.64,13.5,0,99.79,99.98,59,33735.96,45260.49,0,0,0,0,39.18,28.17
3/5/22,DTL01005,DTL01005_2A_1,308765,11,308754,0,99.99,306318,16,99.96,283114,15,3191,1,99.89,643,99.93,2,19,0,63,10,0,587,0,158,0.21,0.04,-110.85,-106.25,16.62,1.17,86.71,12.5,0,99.87,99.96,59,34989.18,52304.71,0,0,0,0,38.76,27.46
3/6/22,DTL01005,DTL01005_2A_1,296934,5,296929,0,99.99,292182,14,99.89,276140,14,2780,3,99.88,677,99.92,2,5,0,41,12,0,621,0,178,0.22,0.04,-110.75,-106.01,16.74,1.22,89.1,13.4,0,99.84,99.98,56,33560.75,47452.1,0,0,0,0,40.59,27.46
3/7/22,DTL01005,DTL01005_2A_1,284177,4,284173,0,100,281761,7,99.89,259131,8,3641,4,99.89,588,100,0,10,0,15,0,0,577,2,140,0.15,0.04,-111.13,-106.46,17.57,1.28,76.59,21.81,0,99.71,99.96,55,27899.89,36158.54,0,0,0,0,35.54,33.02
3/8/22,DTL01005,DTL01005_2A_1,295246,6,295240,0,99.99,291354,11,99.91,270366,12,3675,3,99.87,692,99.97,1,12,0,44,3,0,578,75,148,0.15,0.04,-111.3,-106.49,19.58,1.13,110.29,14.49,0,99.79,99.98,59,39215.18,59744.03,0,0,0,0,40.49,30.95
3/9/22,DTL01005,DTL01005_2A_1,288916,7,288909,0,99.99,284814,16,99.94,264765,17,3695,2,99.86,724,99.88,4,44,0,19,16,0,672,55,161,0.14,0.04,-111.51,-105.67,19.98,1.19,108.92,12.94,0,99.89,99.86,57,40329.03,52780.5,0,0,0,0,38.88,27.78
2/7/22,DTL01005,DTL01005_2B_1,154989,4,154985,0,99.99,153361,4,100,144553,2,1846,0,99.93,191,99.88,2,3,0,18,6,0,168,0,31,0.05,0.01,-111.99,-101.33,22.44,2.04,52.84,8.95,0,99.94,99.97,32,15358.2,15928.1,0,0,0,0,18.57,12.67
2/8/22,DTL01005,DTL01005_2B_1,152016,5,152011,0,99.99,149849,3,99.94,142675,3,1793,1,99.89,321,100,0,0,0,20,2,0,289,4,79,0.09,0.01,-111.63,-100.88,22.89,1.94,56.28,7.74,0,99.91,99.91,32,20183.45,24793.88,0,0,0,0,19.86,10.39
2/9/22,DTL01005,DTL01005_2B_1,159306,10,159296,0,99.98,157265,16,99.98,150144,16,1845,0,99.91,265,99.94,1,4,0,17,0,0,251,0,63,0.1,0.01,-111.38,-101.51,23.85,1.86,53.78,7.09,0,99.87,99.92,32,18144.03,21335.03,0,0,0,0,18.73,11.14
2/10/22,DTL01005,DTL01005_2B_1,145891,7,145884,0,99.99,143859,11,99.99,137392,14,1722,0,99.91,236,100,0,4,0,13,0,0,227,0,59,0.06,0.01,-111.89,-101.54,24.34,1.91,61.37,7.79,0,99.85,99.97,30,19284.8,23824.59,0,0,0,0,19.38,10.69
2/11/22,DTL01005,DTL01005_2B_1,147018,1,147017,0,99.99,145642,10,99.99,138572,8,1861,0,99.91,251,100,0,2,0,14,12,0,227,0,55,0.09,0.01,-112.04,-101.58,21.85,1.96,59.93,8.43,0,99.64,99.94,31,19452.42,24243.17,0,0,0,0,21.41,11.95
2/12/22,DTL01005,DTL01005_2B_1,149364,9,149355,0,99.97,147752,35,99.91,141422,33,1574,1,99.91,260,99.93,1,2,0,25,3,0,232,0,66,0.1,0.01,-111.49,-100.92,21.84,1.91,55.33,7.73,0,99.91,99.93,31,20151.3,26473.29,0,0,0,0,20.68,10.75
2/13/22,DTL01005,DTL01005_2B_1,146941,10,146931,0,99.98,144581,23,99.98,141352,23,1266,0,99.89,305,100,0,2,0,21,2,0,282,0,85,0.12,0.01,-111.58,-101.22,22.8,2.05,54.12,8.1,0,99.84,99.91,30,19862.4,25518.48,0,0,0,0,20.16,12.02
2/14/22,DTL01005,DTL01005_2B_1,153212,4,153208,0,99.99,151555,18,99.94,144636,16,1955,1,99.88,339,100,0,6,0,18,0,0,327,0,80,0.1,0.01,-111.65,-101,23.88,2.12,59.72,9.15,0,99.97,99.87,33,20570.86,26248.18,0,0,0,0,20.01,12.06
2/15/22,DTL01005,DTL01005_2B_1,156393,0,156393,0,100,154142,4,100,148638,4,2070,0,99.88,347,100,0,21,0,14,0,0,354,0,83,0.07,0.02,-111.86,-100.99,21.76,2.2,61.26,10.3,0,99.97,99.97,34,21899.97,27674.87,0,0,0,0,21.25,13.82
2/16/22,DTL01005,DTL01005_2B_1,162278,0,162278,0,100,160914,7,99.95,153458,5,1973,1,99.91,264,100,0,4,0,14,2,0,232,0,62,0.08,0.01,-111.41,-101.21,22.48,2.07,62.83,9.42,0,99.91,99.92,35,20717.67,25634.95,0,0,0,0,21.47,13.61
2/17/22,DTL01005,DTL01005_2B_1,163414,6,163408,0,99.99,161570,6,99.95,153560,6,2238,1,99.86,439,100,0,15,0,8,4,0,437,2,120,0.1,0.01,-111.8,-101.43,21.8,2.02,65.78,10.94,0,99.95,99.85,36,23775.28,33109.02,0,0,0,0,23.44,14.45
2/18/22,DTL01005,DTL01005_2B_1,172522,5,172517,0,99.99,170564,5,99.95,162915,2,2225,1,99.91,305,100,0,2,0,18,0,0,280,5,83,0.09,0.01,-111.93,-101.3,21.15,2.12,67.08,14.4,0,99.97,99.93,37,21206.31,26556.56,0,0,0,0,23.78,18.21
2/19/22,DTL01005,DTL01005_2B_1,164582,12,164570,0,99.99,162721,11,99.87,154819,6,1676,2,99.86,425,100,0,5,0,23,0,0,405,0,112,0.14,0.01,-111.54,-101.23,21.21,2.26,60.13,10.38,0,99.89,99.95,34,23205.62,32090.5,0,0,0,0,22.78,13.51
2/20/22,DTL01005,DTL01005_2B_1,149224,4,149220,0,100,146703,1,100,142734,1,1233,0,99.85,438,99.91,1,4,0,18,5,0,419,0,149,0.1,0.01,-111.39,-101.4,22.4,1.88,64.57,8.39,0,99.89,99.91,31,25105.27,35308.71,0,0,0,0,23.06,11.56
2/21/22,DTL01005,DTL01005_2B_1,161704,7,161697,0,99.99,159027,4,99.94,155474,3,2049,1,99.86,428,100,0,4,0,17,0,0,411,0,128,0.09,0.02,-111.79,-101.95,23.35,2.07,69.11,9.43,0,99.87,99.93,35,30552.54,38361.83,0,0,0,0,24.1,13.86
2/22/22,DTL01005,DTL01005_2B_1,168593,1,168592,0,100,168151,5,99.95,158361,3,2281,1,99.92,257,100,0,1,0,19,2,0,233,0,73,0.07,0.02,-111.63,-102.46,23.2,1.63,64.65,9.33,0,99.8,99.93,35,24724.39,30742.62,0,0,0,0,22.28,15.01
2/23/22,DTL01005,DTL01005_2B_1,176610,3,176607,0,99.99,175336,8,99.99,166544,8,2372,0,99.91,307,100,0,1,0,3,0,0,301,0,97,0.1,0.01,-111.8,-102.01,22.17,2,68.53,10.12,0,99.94,99.84,37,24373.46,28358.76,0,0,0,0,23.18,15.01
2/24/22,DTL01005,DTL01005_2B_1,174525,6,174519,0,99.99,172730,3,99.95,165464,2,2388,1,99.91,311,100,0,6,0,5,0,0,309,0,100,0.08,0.01,-111.92,-101.63,22.34,1.95,72.71,11.44,0,99.83,99.91,37,25954.77,30057.09,0,0,0,0,24.32,14.96
2/25/22,DTL01005,DTL01005_2B_1,173554,2,173552,1,100,171350,4,99.87,164716,4,2321,3,99.91,296,100,0,0,0,14,2,0,278,0,80,0.07,0.02,-111.78,-101.5,22.17,2.34,71.46,13.26,0,99.88,99.85,37,26784.79,27520.75,0,0,0,0,24.59,17.04
2/26/22,DTL01005,DTL01005_2B_1,181541,4,181537,0,100,179802,5,100,172825,4,1641,0,99.91,295,100,0,0,0,8,0,0,285,0,87,0.11,0.25,-111.57,-101.51,22.77,1.77,75.41,10.45,0,99.88,99.88,36,26473.48,29706.18,0,0,0,0,25.72,14.32
2/27/22,DTL01005,DTL01005_2B_1,162310,3,162307,0,100,159359,5,100,155857,1,1352,0,99.91,272,100,0,0,0,12,2,0,255,0,80,0.09,0.01,-111.76,-102.93,19.54,1.76,64.73,10.2,0,99.86,99.96,33,24029.55,27218.98,0,0,0,0,24.06,16.46
2/28/22,DTL01005,DTL01005_2B_1,171117,3,171114,0,99.99,170152,10,99.91,160545,5,2393,2,99.92,260,99.91,2,6,0,7,0,0,242,10,55,0.08,0.01,-111.66,-101.72,26.24,1.86,82.32,9.58,0,99.91,99.88,36,33596.24,36836.09,0,0,0,0,24.5,13.94
3/1/22,DTL01005,DTL01005_2B_1,169551,2,169549,0,100,168871,4,100,160032,5,2172,0,99.91,303,100,0,5,0,14,0,0,294,0,84,0.12,0.02,-111.47,-101.78,23.72,1.87,67.02,8.35,0,99.93,100,34,24233.04,27395.07,0,0,0,0,21.65,12.39
3/2/22,DTL01005,DTL01005_2B_1,172612,1,172611,0,99.99,171403,10,99.91,162767,9,2341,2,99.9,338,100,0,2,0,6,0,0,326,0,110,0.13,0.01,-111.9,-102.04,22.17,1.95,71.71,11.62,0,99.71,99.91,36,24437.65,29885.19,0,0,0,0,23.3,15.93
3/3/22,DTL01005,DTL01005_2B_1,172243,2,172241,0,99.99,171539,7,99.86,162691,3,2279,3,99.93,231,100,0,13,0,13,3,0,223,0,47,0.08,0.01,-111.72,-101.78,21.98,2.23,65.98,11.65,0,99.87,99.94,36,20211.5,22757.7,0,0,0,0,20.98,14.64
3/4/22,DTL01005,DTL01005_2B_1,182470,7,182463,1,99.99,183853,6,99.99,172058,3,2370,0,99.9,357,100,0,6,0,27,0,0,331,0,100,0.12,0.01,-111.65,-101.47,24.08,1.9,80.33,10.35,0,99.9,99.89,38,28999.57,35242.33,0,0,0,0,24.44,13.37
3/5/22,DTL01005,DTL01005_2B_1,181439,9,181430,0,99.99,181627,14,99.87,171656,10,1692,2,99.89,378,100,0,5,0,27,3,0,353,0,116,0.23,0.01,-111.17,-103.44,21.82,1.72,63.55,9.27,0,99.39,99.86,36,27991.59,31570.44,0,0,0,0,23.32,18.05
3/6/22,DTL01005,DTL01005_2B_1,179729,2,179727,0,99.99,179167,10,99.86,171866,7,1437,2,99.83,587,100,0,4,0,23,16,0,552,0,173,0.19,0.02,-111.18,-102.76,20.46,1.67,71.82,9.96,0,98.27,99.86,37,29707.23,37742.3,0,0,0,0,25.29,16.08
3/7/22,DTL01005,DTL01005_2B_1,174041,6,174035,0,99.99,173086,6,99.94,163669,4,2027,1,99.9,332,100,0,1,0,24,5,0,298,2,73,0.12,0.02,-111.66,-102.33,20.25,1.75,58.23,10.76,0,99.79,99.94,36,19760.72,20709.83,0,0,0,0,21.45,14.81
3/8/22,DTL01005,DTL01005_2B_1,173866,6,173860,1,99.99,174312,7,99.95,162325,4,2285,1,99.87,415,100,0,2,0,20,1,0,359,35,112,0.08,0.01,-111.99,-102.69,21.85,1.59,67.57,8.95,0,99.87,99.87,38,25785.32,28684.13,0,0,0,0,23.96,14.12
3/9/22,DTL01005,DTL01005_2B_1,174471,3,174468,0,99.99,172812,9,99.99,163810,10,2317,0,99.9,336,100,0,3,0,6,1,0,313,19,90,0.11,0.01,-111.65,-102.48,20.97,1.99,71.2,11.83,0,99.87,99.97,37,23766.6,26526.05,0,0,0,0,22.72,15.63
2/7/22,DTL01005,DTL01005_2C_1,246160,10,246150,0,99.99,242138,3,99.89,221317,3,3133,3,99.85,652,99.96,1,125,0,40,3,0,725,4,102,0.13,0.04,-111.02,-106.98,16.38,0.92,58.28,7.77,0,99.84,99.88,45,22425.92,31163.82,0,0,0,0,31.63,20.96
2/8/22,DTL01005,DTL01005_2C_1,246500,7,246493,0,99.99,242643,13,99.96,221070,13,2895,1,99.89,494,99.92,2,10,0,49,6,0,439,2,113,0.18,0.05,-111.48,-107.1,16.39,0.91,65.2,8.12,0,99.71,99.88,46,27922.93,40966.98,0,0,0,0,34.57,22.64
2/9/22,DTL01005,DTL01005_2C_1,252768,17,252751,0,99.99,249351,5,99.93,225770,10,3179,2,99.9,470,99.96,1,12,0,49,9,0,406,0,97,0.17,0.05,-111.21,-107.63,17.93,0.96,58.55,8.65,0,99.77,99.9,46,23234.72,31840.56,0,0,0,0,30.92,24.37
2/10/22,DTL01005,DTL01005_2C_1,250791,20,250771,0,99.98,247799,21,99.92,224099,12,3095,2,99.91,388,99.96,1,10,0,26,12,0,348,0,92,0.12,0.04,-111.21,-107.51,16.93,0.92,56.23,8.51,0,99.73,99.98,46,21305,27465.92,0,0,0,0,30.88,22.8
2/11/22,DTL01005,DTL01005_2C_1,251628,4,251624,0,99.99,249472,10,99.96,222507,8,2916,1,99.88,556,100,0,83,0,47,4,0,583,0,86,0.2,0.04,-111.11,-107.79,17.34,0.92,61.83,8.06,0,99.76,99.93,46,22639.54,33974.34,0,0,0,0,34.7,23
2/12/22,DTL01005,DTL01005_2C_1,255214,9,255205,1,99.99,250685,15,99.99,228196,15,2388,0,99.89,488,99.95,1,35,0,43,0,0,473,0,102,0.13,0.03,-111.33,-107.39,22.4,1.07,100.44,10.37,0,99.89,99.87,47,40166.52,49687.28,0,0,0,0,36.77,25.21
